Catagory,Product_Code,SKU_Code,Product Title,Product Description,Selling Price (In Rs),MRP (In Rs),Quantity,Size,Color,Sleeve Length,Brand,Neckline,Prints/Patterns,Occasion,Combo,Fabric,Fabric Care,Pack Of,Type,Art Work,Stretchable,Ideal For,Generic Name,Highlight,Weight (Kg),Dimensions L x W x H (cm),Volumetric Weight (Kg),Country Of Origin,"Product HSN Code (2,4,6,8 Digits)",Style Code,Main Image Link,Sub Image Link-1,Sub Image Link-2,Sub Image Link-3,Sub Image Link-4,Sub Image Link-5,Tags ( Only for admin use )
"Tops,Tees,Tunics & Shirts",GE_002_NB_L,FSLTOP2046A_L,Navy Blue Cotton Embroidered Long Top,,530,1099,10,L,Navy Blue,3/4th Sleeves,Galaxy Enterprises,Mandarin,Embroidered,Active Wear & Casual,No,Cotton,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABLMXPey0lvzeTUz90ojshna/image015.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADkTFCxmlAZVd9FfTi1kYlaa/image016.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADw-T6IA-zsj0AKd6T9wP2xa/image017.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABeHgay5B0KTf5iyFTRwRWAa/image018.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAfrvH1gClrbIpz7xZCMUvTa/image019.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_002_NB_XL,FSLTOP2046A_XL,Navy Blue Cotton Embroidered Long Top,,530,1099,10,XL,Navy Blue,3/4th Sleeves,Galaxy Enterprises,Mandarin,Embroidered,Active Wear & Casual,No,Cotton,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABLMXPey0lvzeTUz90ojshna/image015.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADkTFCxmlAZVd9FfTi1kYlaa/image016.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADw-T6IA-zsj0AKd6T9wP2xa/image017.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABeHgay5B0KTf5iyFTRwRWAa/image018.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAfrvH1gClrbIpz7xZCMUvTa/image019.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_003_WHT_S,FSLTOP2047A_S,White Color Blue Flower Printed Cotton Long Top,,530,1099,10,S,White,3/4th Sleeves,Galaxy Enterprises,Mandarin,Printed,Active Wear & Casual,No,Cotton,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD2uEdCd3y5QIle0hqrUxF7a/image020.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABEepXEhZu_bX2CJS46-HVca/image021.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACzNE_IeVoi21FR1AgC63dFa/image022.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADfWN3z1FZPVcH20FYxt_T0a/image023.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD6HLyWN1ipgSlekIalJK1Za/image024.png?dl=0,,Toprated
"Tops,Tees,Tunics & Shirts",GE_003_WHT_M,FSLTOP2047A_M,White Color Blue Flower Printed Cotton Long Top,,530,1099,10,M,White,3/4th Sleeves,Galaxy Enterprises,Mandarin,Printed,Active Wear & Casual,No,Cotton,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD2uEdCd3y5QIle0hqrUxF7a/image020.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABEepXEhZu_bX2CJS46-HVca/image021.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACzNE_IeVoi21FR1AgC63dFa/image022.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADfWN3z1FZPVcH20FYxt_T0a/image023.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD6HLyWN1ipgSlekIalJK1Za/image024.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_003_WHT_L,FSLTOP2047A_L,White Color Blue Flower Printed Cotton Long Top,,530,1099,10,L,White,3/4th Sleeves,Galaxy Enterprises,Mandarin,Printed,Active Wear & Casual,No,Cotton,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD2uEdCd3y5QIle0hqrUxF7a/image020.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABEepXEhZu_bX2CJS46-HVca/image021.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACzNE_IeVoi21FR1AgC63dFa/image022.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADfWN3z1FZPVcH20FYxt_T0a/image023.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD6HLyWN1ipgSlekIalJK1Za/image024.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_003_WHT_XL,FSLTOP2047A_XL,White Color Blue Flower Printed Cotton Long Top,,530,1099,10,XL,White,3/4th Sleeves,Galaxy Enterprises,Mandarin,Printed,Active Wear & Casual,No,Cotton,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD2uEdCd3y5QIle0hqrUxF7a/image020.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABEepXEhZu_bX2CJS46-HVca/image021.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACzNE_IeVoi21FR1AgC63dFa/image022.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADfWN3z1FZPVcH20FYxt_T0a/image023.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD6HLyWN1ipgSlekIalJK1Za/image024.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_004_MLTC_XL,FSTOP3067A_XL,Multicolor Printed American Crepe Top,,459,1099,10,XL,Multicolor,Half Sleeve,Galaxy Enterprises,Cut Away,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACkKwnw2FV1PLP-JCv0JsASa/image036.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADeYsncVU_XYC8b5miH9eUJa/image037.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACksKrshR0W-1_ssttj43pya/image038.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAbDHRgT-3yLIIs_r8EiRv1a/image039.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_004_MLTC_XXL,FSTOP3067A_XXL,Multicolor Printed American Crepe Top,,459,1099,10,XXL,Multicolor,Half Sleeve,Galaxy Enterprises,Cut Away,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACkKwnw2FV1PLP-JCv0JsASa/image036.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADeYsncVU_XYC8b5miH9eUJa/image037.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACksKrshR0W-1_ssttj43pya/image038.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAbDHRgT-3yLIIs_r8EiRv1a/image039.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_004_MLTC_XXXL,FSTOP3067A_XXXL,Multicolor Printed American Crepe Top,,459,1099,10,XXXL,Multicolor,Half Sleeve,Galaxy Enterprises,Cut Away,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACkKwnw2FV1PLP-JCv0JsASa/image036.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADeYsncVU_XYC8b5miH9eUJa/image037.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACksKrshR0W-1_ssttj43pya/image038.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAbDHRgT-3yLIIs_r8EiRv1a/image039.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_005_BLK_S,FSTOP3071A_S,Black Printed Moss Crepe Bell Sleeve Top,,525,1099,10,S,Black,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Moss Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACjxZdvGyAgHZ8pSSRvCdtRa/image040.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADD_ZcWF_ERKDARP13tkFRva/image041.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADrdXM8YW4-EDko6Gd1S3j2a/image042.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADemB1CpneUEjIi4oSHyS9oa/image043.png?dl=0,,,Bestseller
"Tops,Tees,Tunics & Shirts",GE_005_BLK_M,FSTOP3071A_M,Black Printed Moss Crepe Bell Sleeve Top,,525,1099,10,M,Black,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Moss Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACjxZdvGyAgHZ8pSSRvCdtRa/image040.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADD_ZcWF_ERKDARP13tkFRva/image041.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADrdXM8YW4-EDko6Gd1S3j2a/image042.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADemB1CpneUEjIi4oSHyS9oa/image043.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_005_BLK_L,FSTOP3071A_L,Black Printed Moss Crepe Bell Sleeve Top,,525,1099,10,L,Black,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Moss Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACjxZdvGyAgHZ8pSSRvCdtRa/image040.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADD_ZcWF_ERKDARP13tkFRva/image041.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADrdXM8YW4-EDko6Gd1S3j2a/image042.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADemB1CpneUEjIi4oSHyS9oa/image043.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_005_BLK_XL,FSTOP3071A_XL,Black Printed Moss Crepe Bell Sleeve Top,,525,1099,10,XL,Black,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Moss Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACjxZdvGyAgHZ8pSSRvCdtRa/image040.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADD_ZcWF_ERKDARP13tkFRva/image041.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADrdXM8YW4-EDko6Gd1S3j2a/image042.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADemB1CpneUEjIi4oSHyS9oa/image043.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_006_GREY_S,FSTOP3065A_S,Grey Printed Rayon Frill & Tie Sleeve Top,,529,1099,10,S,Grey,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADNwcGGgKkfTPTHPdjL1_Bta/image044.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACbOTxVEr9YnWHXJVCmWApJa/image045.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAL7YBipdsKYvyE7qXOFOYsa/image046.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAA1tU-ZXv901sfOMPLWO08ta/image047.png?dl=0,,,Featured
"Tops,Tees,Tunics & Shirts",GE_006_GREY_M,FSTOP3065A_M,Grey Printed Rayon Frill & Tie Sleeve Top,,529,1099,10,M,Grey,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADNwcGGgKkfTPTHPdjL1_Bta/image044.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACbOTxVEr9YnWHXJVCmWApJa/image045.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAL7YBipdsKYvyE7qXOFOYsa/image046.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAA1tU-ZXv901sfOMPLWO08ta/image047.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_006_GREY_L,FSTOP3065A_L,Grey Printed Rayon Frill & Tie Sleeve Top,,529,1099,10,L,Grey,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADNwcGGgKkfTPTHPdjL1_Bta/image044.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACbOTxVEr9YnWHXJVCmWApJa/image045.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAL7YBipdsKYvyE7qXOFOYsa/image046.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAA1tU-ZXv901sfOMPLWO08ta/image047.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_006_GREY_XL,FSTOP3065A_XL,Grey Printed Rayon Frill & Tie Sleeve Top,,529,1099,10,XL,Grey,Bell Sleeve,Galaxy Enterprises,Boat Neck,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADNwcGGgKkfTPTHPdjL1_Bta/image044.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACbOTxVEr9YnWHXJVCmWApJa/image045.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAL7YBipdsKYvyE7qXOFOYsa/image046.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAA1tU-ZXv901sfOMPLWO08ta/image047.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_007_RED_S,FSTOP3064A_S,Red Flower Printed Rayon Off Shoulder Top,,529,1099,10,S,Red,3/4th Sleeves,Galaxy Enterprises,Off Shoulder,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAClCh7N_wQ5oL0tT-JD5dmIa/image048.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAoWms3vxLfFp6THxkg0WFra/image049.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADHTkgvhFaeumuUJmrdSW1ka/image050.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABriuYycxu-LH5xHTM2mEIwa/image051.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD_DlEIp8qwc_lrjaDGtfs1a/image052.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_007_RED_M,FSTOP3064A_M,Red Flower Printed Rayon Off Shoulder Top,,529,1099,10,M,Red,3/4th Sleeves,Galaxy Enterprises,Off Shoulder,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAClCh7N_wQ5oL0tT-JD5dmIa/image048.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAoWms3vxLfFp6THxkg0WFra/image049.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADHTkgvhFaeumuUJmrdSW1ka/image050.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABriuYycxu-LH5xHTM2mEIwa/image051.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD_DlEIp8qwc_lrjaDGtfs1a/image052.png?dl=0,,
